status,floor,type,name,globalId,magnitude,approved
verified,02,IfcCovering,Basic Wall:LN31 Column/beam encasement_60mm:9494252,2OGNb62BX2IfI4ZqWtq2hg,34,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3399590,2nLO9BJXv8u8tU2AWaS8_k,34,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9905479,2nv4S3pV18axbev$X4qhNW,34,no
verified,02,IfcPipeSegment,Pipe Types:Copper Domestics:4889084,2sYPJ_REfBcvfpFGINshZk,34,no
verified,02,IfcDuctFitting,Duct Branch -Round Shoe Branch - Slip Joint:Standard:11725803,2ykjEHqsLAygN49lthYiu4,34,no
verified,02,IfcDuctSilencer,ESG_DuctAccessories_RoundVolumeControlDamper1:Standard 2:11725818,2ykjEHqsLAygN49lthYiuL,34,no
verified,02,IfcPipeFitting,Bush Reducing - Plain - PVC-C:Standard:12776008,33zSm1_PH7nfs$_UYX0q30,34,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3449598,3LRPnSmq1CIuFl6_BL4EKb,34,no
verified,02,IfcWall,Basic Wall:IW01_40dB_102mm:1174993,3RkHgAvGj8oR7ad60KgCQQ,34,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:6105527,3SmOzqcVL3F9SokQCL5Ggf,34,no
verified,02,IfcCovering,Grid E L02 Beam Encasement13:Grid E L02 Beam Encasement:11473046,3l_iJeOdTA6fYPDMT8W6No,34,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3785901,00JWife956PxKDBC3Ttze5,33,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3785930,00JWife956PxKDBC3TtzfY,33,no
verified,02,IfcCovering,Beam Encasement L02 G1:Beam Encasement L02 G1:11458650,0HLB_bP8nBI8puo_0uAqOH,33,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401723,0KqpSkma91KQQW4Boara9Y,33,no
verified,Undefined,IfcBeam,BEAM,0Nassb5Or50BcNPFZQK18i,33,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3425521,0sRTT5cOf1ywrGy0Yfpipe,33,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3416839,12tS2p7$5BZgMZXmZGvzpe,33,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3407624,19tgmllKf0l8wknYzdCRAg,33,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3421811,1eEuhQwwvB6ftVAvrpgwXS,33,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3421638,1eEuhQwwvB6ftVAvrpgwlf,33,no
verified,02,IfcPipeFitting,Elbow - Plain - PVC-C:Standard:12576203,1haLSL37T2ThKMH9cdbGCN,33,no
verified,02,IfcPipeFitting,Elbow - Plain - PVC-C:Standard:12576388,1haLSL37T2ThKMH9cdbG1O,33,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12013918,1lZ91mGwL73wNZc5V2ry$Y,33,no
verified,01,IfcStairFlight,Cast-In-Place Stair:Stair:2085540 Run 2,2$GlaK5znDJAFFOxcZMG$F,33,no
verified,02,IfcWall,Basic Wall:Cubicle - colour 10 Oak:9382782,29qPakIjbDkwWNG_k6cRNH,33,no
verified,Undefined,IfcBeam,BEAM,2IpeENJY58JwoVlufHjo_s,33,no
verified,02,IfcPipeFitting,Victaulic-IPS-Elbow No 10-13:Standard:3595174,2_e8Z9Tmf2e8Kn62dEctT3,33,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:3702311,2jXTuW3KH3u90LiEzJzQWr,33,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:3702308,2jXTuW3KH3u90LiEzJzQWv,33,no
verified,02,IfcDuctSegment,Round Duct:Pressed Bend - Slip Joint:11732176,2ykjEHqsLAygN49lthYo4$,33,no
verified,02,IfcDuctSilencer,ESG_DuctAccessories_RoundVolumeControlDamper1:Standard 2:11737420,2ykjEHqsLAygN49lthYpoZ,33,no
verified,02,IfcPipeSegment,Pipe Types:Above Ground Drainage VUL:11753529,2ykjEHqsLAygN49lthYttM,33,no
verified,02,IfcCovering,Grid E L02 Beam Encasement5:Grid E L02 Beam Encasement:11470663,38LejoB_5Ctw$bffMRG4xV,33,no
verified,02,IfcCovering,Basic Wall:LN20 Column encasement_15mm:8552628,3WTJcUwMb87fZ1dRyrUED4,33,no
verified,02,IfcDuctSegment,Rectangular Duct:Electrical Trunking:9913973,3ZMdLyTJjE5hexaEdLQFWY,33,no
verified,02,IfcCovering,Basic Wall:LN31 Column/beam encasement_60mm:8553101,3ofPGJu0f7Mu78KYE14BGI,33,no
verified,02,IfcWall,Basic Wall:IW01_40dB_102mm:1946316,3q$Z$PvkD4Zh9ty60KqC6U,33,no
verified,02,IfcPipeSegment,Pipe Types:Copper Domestics:11902447,3vx2sjlB12e8eOtQ9zjYab,33,no
verified,Undefined,IfcBeam,BEAM,07UhjE$PTDc8hsHrofjRsp,32,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:14986731,080fMIoKT9kRzcTpFSP1sk,32,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9910711,09A9KbM9z4DOWIOWMUs34V,32,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:11944915,0G$bj1iW549v1vMgJVCVGs,32,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3401822,0KqpSkma91KQQW4Boarat7,32,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401791,0KqpSkma91KQQW4Boarasc,32,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3401820,0KqpSkma91KQQW4Boarat5,32,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:4173666,0R0DHe4dzFoQlypB8jMSyP,32,no
verified,Undefined,IfcBeam,BEAM,0gNBBX5CjF_ecjDWn96bW0,32,no
verified,02,IfcPipeSegment,Pipe Types:Above Ground Drainage PVC New:12781568,0im$V8ptHD8ATqCrIyVA72,32,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3424864,0sRTT5cOf1ywrGy0Yfpifv,32,no
verified,02,IfcCovering,Beam Encasement L02 Grid H7:Beam Encasement L02 Grid H:11481021,135S3U7Yj5FfoBX3qrsdij,32,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3784259,1PoYFu5oj3oPQqJOSG5sBE,32,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3421336,1eEuhQwwvB6ftVAvrpgwgt,32,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3420741,1eEuhQwwvB6ftVAvrpgwng,32,no
verified,02,IfcWall,Basic Wall:LN05_0dB 75mm (Internal):4621781,1hTcLxPi17kg6dKCP9_MTH,32,no
verified,02,IfcPipeFitting,Elbow - Plain - PVC-C:Standard:12577416,1haLSL37T2ThKMH9cdbGnK,32,no
verified,00,IfcWall,Basic Wall:EWI02d - Inner leaf - reduced by 25mm:7731060,1ufMSg26D4zuKN0O9XNLNh,32,no
verified,02,IfcWall,Basic Wall:EWI02d - Inner leaf - reduced by 25mm:7731127,1ufMSg26D4zuKN0O9XNLKe,32,no
verified,R2,IfcCovering,Beam Encasement L10:Beam Encasement L02:11487052,2ETp3EZAbFguEbBJBUB2CV,32,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:3702319,2jXTuW3KH3u90LiEzJzQkP,32,no
verified,02,IfcWall,Basic Wall:IW30_0dB_85mm:4660580,2r5lT3Ea11Meh7C3$Td1CX,32,no
verified,02,IfcDuctFitting,Duct Branch -Round Shoe Branch - Slip Joint:Standard:11738374,2ykjEHqsLAygN49lthYpZf,32,no
verified,02,IfcPipeSegment,Pipe Types:Copper Domestics:11753394,2ykjEHqsLAygN49lthYt9T,32,no
verified,00,IfcWall,Basic Wall:EWI02d - Inner leaf - reduced by 25mm:981471,32XD08rvLBk8syab24qB_s,32,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING WALL:BW OPENING WALL:12977445,0fT4xIU7XFkh5FFZQhVAcE,32,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING WALL:BW OPENING WALL:12972381,0fT4xIU7XFkh5FFZQhVrts,32,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING WALL:BW OPENING WALL:12971551,0fT4xIU7XFkh5FFZQhVqAq,32,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING WALL:BW OPENING WALL:13418858,2hAGcQW5r0hvC$Il4vU0TV,32,no
verified,00,IfcWall,Basic Wall:EWI02d - Inner leaf - reduced by 25mm_duplicate:1011644,03aWIbVkz6iA6OH856IFb4,31,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9910421,09A9KbM9z4DOWIOWMUs30z,31,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9913540,09A9KbM9z4DOWIOWMUs4ni,31,no
verified,Undefined,IfcBeam,BEAM,0Io_4CAPjBLPLLltFi5as6,31,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401862,0KqpSkma91KQQW4BoaraqV,31,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:9900762,0M0AoB3FrEGxoapz3oTyX7,31,no
verified,02,IfcPipeFitting,AGL_PipeFitting_CompactSoilSwBend:Type 301_90:12780759,0im$V8ptHD8ATqCrIyVAqL,31,no
verified,Undefined,IfcBeam,BEAM,0tEVPc0Yb2J8r4bDEwFXwI,31,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3400849,0w1swDUmP99xz5zcYLshdD,31,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3419750,2hDUvQ0aL08h5aw6fqGtW$,31,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:11739601,2ykjEHqsLAygN49lthYmG_,31,no
verified,02,IfcDuctFitting,Duct Taper - Rectangular Eccentric Taper - Slip Joint:Standard:11760372,2ykjEHqsLAygN49lthYrSR,31,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3408545,3v9xDUcE13reP5o14YYCP7,31,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING WALL:BW OPENING WALL:12916960,12Rfi4WkL2u9TSlWeFfxws,31,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3786929,00JWife956PxKDBC3TtzOP,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3785837,00JWife956PxKDBC3Ttzh5,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3515524,095F13Lo5DgQ_wApZOMSFs,30,no
verified,02,IfcDuctSegment,Rectangular Duct:Electrical Trunking:9909130,09A9KbM9z4DOWIOWMUs3iY,30,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9908876,09A9KbM9z4DOWIOWMUs3ea,30,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:8554532,0ERLmo4C17QhMZisAdvnDe,30,no
verified,02,IfcCovering,Beam Encasement L02 G4:Beam Encasement L02 G4:11458424,0HLB_bP8nBI8puo_0uAqap,30,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3427102,0Km9QgkUj4Suq4NHKhFQ3$,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3426528,0Km9QgkUj4Suq4NHKhFQC1,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401740,0KqpSkma91KQQW4BoarasL,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401811,0KqpSkma91KQQW4BoaratA,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3402077,0KqpSkma91KQQW4Boarap4,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401808,0KqpSkma91KQQW4Boarat9,30,no
verified,02,IfcPipeFitting,Tee One Run and Branch Reduced - Threaded - MI:Standard:3401810,0KqpSkma91KQQW4BoaratB,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401824,0KqpSkma91KQQW4Boaratv,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3402417,0KqpSkma91KQQW4Boaraye,30,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:9900708,0M0AoB3FrEGxoapz3oTyWv,30,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:8284688,0QeI_$MDjDcvTgmG4ZwPx7,30,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:10861867,0e2TdYU0r3NRSNEedptwia,30,no
verified,02,IfcCovering,Compound Ceiling:AHR_LN30 beam encasement:9505135,0hwo3sCQr69gas$RCmKJgG,30,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:9504841,0hwo3sCQr69gas$RCmKJks,30,no
verified,02,IfcPipeFitting,Tee One Run and Branch Reduced - Threaded - MI:Standard:3425520,0sRTT5cOf1ywrGy0Yfpipf,30,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3400872,0w1swDUmP99xz5zcYLshdq,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3418485,12tS2p7$5BZgMZXmZGvzQQ,30,no
verified,02,IfcPipeFitting,Victaulic-IPS-Elbow No 10-13:Standard:3418494,12tS2p7$5BZgMZXmZGvzQH,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3417557,12tS2p7$5BZgMZXmZGvzew,30,no
verified,Undefined,IfcBeam,BEAM,1F7vLklM9CvuTv7Riq6gLy,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3784250,1PoYFu5oj3oPQqJOSG5sAt,30,no
verified,00,IfcWall,Basic Wall:EWI01 - Inner leaf:980643,1WBpG2_hP5fhiZVKNyWqgV,30,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:8545856,1Wl2vXuHH2LxdXN$suSfaQ,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3421878,1eEuhQwwvB6ftVAvrpgwYP,30,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3421300,1eEuhQwwvB6ftVAvrpgwfR,30,no
verified,02,IfcPipeFitting,Victaulic-IPS-Elbow No 10-13:Standard:3420149,1eEuhQwwvB6ftVAvrpgx7Q,30,no
verified,02,IfcWall,Basic Wall:LN05_0dB 75mm (Internal):4621782,1hTcLxPi17kg6dKCP9_MTG,30,no
verified,Undefined,IfcMember,VERT_BRACE_TUBE,2Cc$tZe_1ClvE9xCGERLaF,30,no
verified,02,IfcCovering,Basic Wall:LN31 Column/beam encasement_60mm:9494291,2OGNb62BX2IfI4ZqWtq2iL,30,no
verified,02,IfcSlab,Floor:AHR_Precast stair top step:7789503,2UnG9ITeP2vwl5rl7JRimr,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3411852,2VW8oDMSfE2RAKx$0Ht2yX,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3419755,2hDUvQ0aL08h5aw6fqGtWo,30,no
verified,02,IfcPipeFitting,Tee One Run and Branch Reduced - Threaded - MI:Standard:3419231,2hDUvQ0aL08h5aw6fqGte6,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3400058,2nLO9BJXv8u8tU2AWaSB5o,30,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9905246,2nv4S3pV18axbev$X4qhJv,30,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:11878773,2vcDJ1Rzv6W8D0eP6bxR56,30,no
verified,02,IfcPipeSegment,Pipe Types:Copper Domestics:11734433,2ykjEHqsLAygN49lthYoXE,30,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:11735330,2ykjEHqsLAygN49lthYpJD,30,no
verified,02,IfcDuctSegment,Round Duct:Segmented Bend - Slip Joint:11761419,2ykjEHqsLAygN49lthYrBa,30,no
verified,02,IfcCovering,Beam Encasement L02 Grid H-North3:Beam Encasement L02 Grid H-North:11493151,33g_AG05b9sw7h4GMaam_a,30,no
verified,02,IfcPipeFitting,AGL_PipeFitting_3BossBranchSwept:Type 301:12776030,33zSm1_PH7nfs$_UYX0q6O,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3450481,3LRPnSmq1CIuFl6_BL4E6g,30,no
verified,01,IfcWall,Basic Wall:EWI01 - Inner leaf:1170208,3RkHgAvGj8oR7ad60KgF1h,30,no
verified,02,IfcPipeFitting,Elbow - Plain - PVC-C:Standard:12578406,3TyHm2NHH9hPaYnxSfS2XN,30,no
verified,02,IfcPipeFitting,Elbow - Plain - PVC-C:Standard:12578410,3TyHm2NHH9hPaYnxSfS2cX,30,no
verified,02,IfcCovering,Beam Encasement L02 Grid E North1:Beam Encasement L02 Grid E North:11489839,3UYbg1Mp1AsOV6GkbvDnxg,30,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3589501,3ZwXn8dd9AvumEkMqJNt9U,30,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:1899886,3_D_FlLcf9xxyoTt3pCq6o,30,no
verified,02,IfcDuctSegment,Rectangular Duct:Electrical Trunking:9930232,3hUlq47ov9JO7vj3jEoavn,30,no
verified,Undefined,IfcBeam,BEAM,3oVRm$80TDIvN2bxOaRZ7V,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3432572,3pV4_xRYHDnRoc1mXZ_uhH,30,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3433885,3pV4_xRYHDnRoc1mXZ_uym,30,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3408914,3v9xDUcE13reP5o14YYC3q,30,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING:BW OPENING:7538211,0HPqbHT_jD3Q9ICHRlSgj7,30,no
verified,02,IfcWall,Basic Wall:IW01_40dB_102mm:1924636,3zxnUdgOnFRg7a3Ibe5Ifb,30,no
verified,02,IfcCovering,Basic Wall:W2.1_a Hygienic Panel white:11707781,0IF73cW7L6IuviWsauL840,29,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401771,0KqpSkma91KQQW4Boaraso,29,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401804,0KqpSkma91KQQW4BoaratL,29,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401158,0w1swDUmP99xz5zcYLshYQ,29,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3400821,0w1swDUmP99xz5zcYLshaf,29,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401006,0w1swDUmP99xz5zcYLshXo,29,no
verified,Undefined,IfcBeam,BEAM,1yMutdajPCRx7M2eoJPb50,29,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3419169,2hDUvQ0aL08h5aw6fqGtfu,29,no
verified,02,IfcPipeSegment,Pipe Types:Above Ground Drainage PVC New:11727786,2ykjEHqsLAygN49lthYjP5,29,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3589678,3ZwXn8dd9AvumEkMqJNt4D,29,no
verified,02,IfcWall,Basic Wall:IW03_53dB_122mm:1879379,3ffWOMHNv2qPtT9Eb80rEd,29,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9911156,09A9KbM9z4DOWIOWMUs3FS,28,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9910035,09A9KbM9z4DOWIOWMUs3_x,28,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9909795,09A9KbM9z4DOWIOWMUs3wB,28,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:8554530,0ERLmo4C17QhMZisAdvnDk,28,no
verified,02,IfcPipeFitting,Tee One Run and Branch Reduced - Threaded - MI:Standard:3402480,0KqpSkma91KQQW4Boarazf,28,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9922603,0dBOxa$ULCxu_gELY9GFJS,28,no
verified,02,IfcCovering,Compound Ceiling:AHR_LN30 beam encasement:9505416,0hwo3sCQr69gas$RCmKJbt,28,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3407011,19tgmllKf0l8wknYzdCR41,28,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3407380,19tgmllKf0l8wknYzdCREs,28,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3447440,1HJnIHFlPBpODPjT1Sc7pY,28,no
verified,02,IfcPipeFitting,Victaulic-IPS-Rigid Coupling Style 07-W07-107:Standard:3421414,1eEuhQwwvB6ftVAvrpgwh9,28,no
verified,02,IfcPipeSegment,Pipe Types:Above Ground Drainage VUL:12576529,1haLSL37T2ThKMH9cdbG7D,28,no
verified,02,IfcWall,Basic Wall:LN05_0dB 75mm (Internal):4621780,1hTcLxPi17kg6dKCP9_MTM,28,no
verified,02,IfcCovering,Basic Wall:LN31 Column/beam encasement_60mm:9494666,2OGNb62BX2IfI4ZqWtq1IC,28,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:3702307,2jXTuW3KH3u90LiEzJzQWu,28,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9905297,2nv4S3pV18axbev$X4qhGs,28,no
verified,02,IfcDuctSegment,Round Duct:Pressed Bend - Slip Joint:11725843,2ykjEHqsLAygN49lthYidy,28,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:13983152,3P9RYkyT56neztq0AVDC0W,28,no
verified,02,IfcWall,Basic Wall:IW03_50dB_122mm:1175408,3RkHgAvGj8oR7ad60KgCGx,28,no
verified,02,IfcCovering,Grid E L02 Beam Encasement15:Grid E L02 Beam Encasement:11473659,3l_iJeOdTA6fYPDMT8W6UV,28,no
verified,02,IfcCovering,Basic Wall:LN20 Column encasement_15mm:8553612,3ofPGJu0f7Mu78KYE14B8J,28,no
verified,02,IfcCovering,Basic Wall:LN20 Column encasement_15mm:8553135,3ofPGJu0f7Mu78KYE14BGm,28,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING:BW OPENING:7538487,0HPqbHT_jD3Q9ICHRlSgfJ,28,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING WALL:BW OPENING WALL:12954450,2ymgR9QAT74fTx_39MjOkk,28,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9910456,09A9KbM9z4DOWIOWMUs30G,27,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9910510,09A9KbM9z4DOWIOWMUs316,27,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:8554367,0ERLmo4C17QhMZisAdvnmp,27,no
verified,02,IfcPipeFitting,Tee One Run and Branch Reduced - Threaded - MI:Standard:3401739,0KqpSkma91KQQW4BoarasI,27,no
verified,Undefined,IfcBeam,BEAM,0htugcG6D3MxL7C9kjS091,27,no
verified,02,IfcPipeFitting,AGL_PipeFitting_3BossBranchSwept:Type 301:12781567,0im$V8ptHD8ATqCrIyVAuz,27,no
verified,02,IfcPipeSegment,Pipe Types:Above Ground Drainage PVC New:12781276,0im$V8ptHD8ATqCrIyVAyU,27,no
verified,02,IfcSlab,Floor:AHR_UpperSlab ST10:1766575,13el$pzY5BoQYagWv18oBp,27,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3406871,19tgmllKf0l8wknYzdCR6r,27,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:8545631,1Wl2vXuHH2LxdXN$suSfe5,27,no
verified,02,IfcCovering,Beam Encasement L02 Grid H6:Beam Encasement L02 Grid H:11480795,1dck8Qy7nEaOV7SGCfFgu_,27,no
verified,02,IfcPipeFitting,Elbow - Plain - PVC-C:Standard:12576723,1haLSL37T2ThKMH9cdbG4F,27,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9907573,2nv4S3pV18axbev$X4qhtI,27,no
verified,02,IfcBuildingElementProxy,2 in Deep Flextray:Default:9907387,2nv4S3pV18axbev$X4qhmS,27,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:6105004,3SmOzqcVL3F9SokQCL5GIo,27,no
verified,00,IfcMember,Rectangular Mullion:AHR_Internal_150x50mm:6105008,3SmOzqcVL3F9SokQCL5GIk,27,no
verified,R2,IfcCovering,Beam Encasement L13:Beam Encasement L02:11488388,3UYbg1Mp1AsOV6GkbvDm11,27,no
verified,02,IfcBuildingElementProxy,ESG_GenericModels_BW OPENING WALL:BW OPENING WALL:12973372,0fT4xIU7XFkh5FFZQhVrcN,27,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3785827,00JWife956PxKDBC3TtzhB,26,no
verified,02,IfcPipeFitting,Tee One Run and Branch Reduced - Threaded - MI:Standard:3512342,095F13Lo5DgQ_wApZOMVza,26,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12595511,09CPzvvfjD6x4kusBOuccw,26,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12595418,09CPzvvfjD6x4kusBOudHL,26,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12595209,09CPzvvfjD6x4kusBOudwX,26,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3515690,0BuDIyh1HCkf5$bjwGE4A8,26,no
verified,Undefined,IfcBeam,BEAM,0Bv4EOR_bBTh499SfHDErN,26,no
verified,02,IfcCovering,Basic Wall:LN30 Column/beam encasement_43mm:8554047,0ERLmo4C17QhMZisAdvnrp,26,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12578155,0GpXJGKQDD8h7N7qM0uTPB,26,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12577969,0GpXJGKQDD8h7N7qM0uTUH,26,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3401419,0w1swDUmP99xz5zcYLshkN,26,no
verified,02,IfcCovering,Basic Wall:W2.1_b1 Splashback_Vibrance:7896547,11YnvelNDCQ8ol3w17YlXn,26,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3402634,1_XberoHPCOA7pqervehyF,26,no
verified,02,IfcPipeSegment,Pipe Types:-JJ- Sprinkler:3421239,1eEuhQwwvB6ftVAvrpgweO,26,no
verified,02,IfcPipeSegment,Pipe Types:Above Ground Drainage VUL:12576677,1haLSL37T2ThKMH9cdbG5v,26,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12013568,1lZ91mGwL73wNZc5V2rywy,26,no
verified,02,IfcCovering,Beam Encasement L02 Grid E North2:Beam Encasement L02 Grid E North:11490280,1n4nQyDq52Q8_D7QOJY1QO,26,no
verified,02,IfcCovering,Beam Encasement L02 Grid E North5:Beam Encasement L02 Grid E North:11490465,1n4nQyDq52Q8_D7QOJY17S,26,no
verified,02,IfcPipeSegment,Pipe Types:Steel Heating:12581065,29Som_NgnCQuMum3vGtlvU,26,no
